264.676109739098,180.63142243409
263.786024589429,180.433461576016
262.19091017351,180.366974423765
259.906153204158,180.633904172252
257.02255018426,181.403919992076
253.070247030928,182.935028993908
246.994914580513,185.700063282639
239.450504835183,189.278768616138
233.247681015784,192.282440965882
228.803672991745,194.790472458776
223.841238534249,198.054610482004
218.19456350459,201.93350072779
213.367065630564,205.450682385364
210.690346106556,208.125901310695
209.447994465684,210.938076877367
208.455708437151,214.486008785229
207.804261348495,217.424694581399
207.804261348495,219.772960680996
208.536081703543,222.825251732008
209.834993544015,226.24817400905
211.136387122651,228.853442904482
212.510212469346,230.477830147362
215.052976549369,231.619458332699
219.148654068346,232.498139106389
223.8179103231,233.214572748618
228.785827716113,233.652672266382
233.416865330742,233.706254443976
236.862100075897,233.454711408308
239.929801015077,232.974434088928
243.541218877835,232.219804981923
246.995918895347,230.937757277598
250.967567922988,228.319583407509
255.209124721123,224.729473698031
258.163197230112,221.735705125588
259.639223455671,219.79727003163
260.400316637679,218.744937750501
261.223914635097,218.038927344765
262.420625596706,217.013386152433
263.946771122213,215.516513453886
265.541885538132,214.268702052845
267.24416430924,213.65446928948
269.411333686909,213.510090609
272.25425950387,214.124323372366
275.480202062322,215.821638667149
278.578653251791,218.038927344765
281.257831338613,219.963476324582
283.37788261369,221.336320531793
285.43390529933,222.624809135772
287.23988554798,223.96589877786
288.530855890122,225.0807358744
289.810421856285,225.961898386253
291.868926280088,227.130317660387
294.860213114368,228.684754873368
298.280134194054,230.115140419664
301.358258369728,230.795860335281
304.287478893541,230.661904891295
307.140851122343,229.354047237657
310.093399857306,226.86737024874
312.208487656058,224.299315678598
313.301497140126,221.285196917012
313.897861452511,217.358230604498
314.164791200998,213.997789967518
313.95046249062,210.943536637535
312.508649392996,207.40450419214
309.314461399666,203.224471069932
305.517445018949,199.320290334026
301.843475990083,196.125098025862
297.442650082494,193.070325236687
291.96122338165,190.1227168027
286.138934565581,187.568548346699
280.317626888997,185.310582466144
275.307554869717,183.559684993767
272.225967816395,182.531662063272
270.018121235788,181.761646243448
268.005257491248,181.125585867611
266.859646969071,180.831865030326
